guid（新生产链路）,ID（旧生产链路）,学科,年级,册次,章节,课程名称,内容类型,一句话介绍,url,其它tab,,钩子·确认版,学名·确认版,url·确认版,封面压图压缩前url,封面压图压缩后url
49e293ca8b304948a186001ca6558ba4,,妙题高招,,,,"""一问三不知""中的""三不知""指的是？ A. 不知道、不清楚、不了解 B. 不知事情的开始、经过、结果 C. 不知天文、地理、人事 D. 不知过去、现在、未来",,,https://image.quark.cn/s/uae/g/8r/assets/mentorx/0425/49e293ca8b304948a186001ca6558ba4.png,妙题高招,,问什么都摇头,文史趣闻《一问三不知》,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_6e4d4594f68aaa768901ad17571f1ef8.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/0bf731071075fe0a6d07e52c0c9826a2.png,https://cdn-private.sm.cn/souti-imgs-lasting/0bf731071075fe0a6d07e52c0c9826a2.jpg
ffca3d2b556141e6ba88a422e3c5be4e,,妙题高招,,,,"""买东西""为什么不叫""买南北""? A. 东西比南北好听 B. 五行中东属木、西属金可装入篮中，南属火、北属水不可 C. 古代市场在东西方向 D. B和C都有此说法",,,https://image.quark.cn/s/uae/g/8r/assets/mentorx/0425/ffca3d2b556141e6ba88a422e3c5be4e.png,妙题高招,,,,
d3c1e63cead44b8b8ccb55b99aa728a5,,妙题高招,,,,"""人不为己，天诛地灭""中""为""的正确读音和含义是？ A. wèi，为了自己 B. wéi，修为/修养自己 C. wèi，保护自己 D. wéi，做自己",,,https://image.quark.cn/s/uae/g/8r/assets/mentorx/0425/d3c1e63cead44b8b8ccb55b99aa728a5.png,妙题高招,,"""为己""竟不是自私？",文史趣闻《人不为己》,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_68ed6ed3b0379f999198500532b1c750.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/8a2db073555f1ba0c958a588d0885187.png,https://cdn-private.sm.cn/souti-imgs-lasting/8a2db073555f1ba0c958a588d0885187.jpg
bfec6798a8a84b708f422951cf406bcf,,妙题高招,,,,"""赶鸭子上架""为什么用鸭子而不是鸡? A. 鸭子比鸡笨 B. 鸭子脚蹼不适合抓握，无法上架 C. 鸭子太重 D. 鸭子不听话",,,https://image.quark.cn/s/uae/g/8r/assets/mentorx/0425/bfec6798a8a84b708f422951cf406bcf.png,妙题高招,,鸭子为什么上不了架？,科普冷知识《赶鸭子上架》,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_7cca00c01b95a79426c1285273dcc437.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/5864dd0cf8fe9b700b958e374186ab01.png,https://cdn-private.sm.cn/souti-imgs-lasting/5864dd0cf8fe9b700b958e374186ab01.jpg
2760f37844c24d9c916266000b506755,,妙题高招,,,,$$\bigcirc \div 4 = \bigcirc - 39$$ ，求 $$\bigcirc$$,,,https://image.quark.cn/s/uae/g/8r/assets/mentorx/0425/2760f37844c24d9c916266000b506755.png,妙题高招,,,,
4bf70c501de848be9fa1657ce14c89f8,,妙题高招,,,,$$\frac{a}{3} = \frac{b}{4} = \frac{c}{5} = \frac{2025}{2026}$$  $$\frac{a+b+c}{a+b-c} = \underline{\quad\quad\quad}?$$,,,https://image.quark.cn/s/uae/g/8r/assets/mentorx/0425/4bf70c501de848be9fa1657ce14c89f8.png,妙题高招,,,,
355435b5ca8b43bf802efa3bc33dd4f0,,妙题高招,,,,$1\times2\times3\times4\times\cdots\times2026$ 的结果末尾有多少个连续的0？,,,https://image.quark.cn/s/uae/g/8r/assets/mentorx/0425/355435b5ca8b43bf802efa3bc33dd4f0.png,妙题高招,,,,
102b88ebb29f452d922c8f9e9e5da85b,,妙题高招,,,,$a^2 + 25 = 5a$  求：$a^3 =$ ______,,,https://image.quark.cn/s/uae/g/8r/assets/mentorx/0425/102b88ebb29f452d922c8f9e9e5da85b.png,妙题高招,,,,
9817b77a018d41a99fa7bd3499618c3a,,妙题高招,,,,"1932年，清华大学招生试题中有一道对对子题，上联""孙行者""，下面下联中最合适的是： A. 祖冲之 B. 周作人 C. 郁达夫 D. 唐三藏",,,https://image.quark.cn/s/uae/g/8r/assets/mentorx/0425/9817b77a018d41a99fa7bd3499618c3a.png,妙题高招,,,,
5d31bce49bdc46959b720250bd8ee616,,妙题高招,,,,22本书轮流拿，每次拿1-5本，保证最后一次是你拿的必胜策略！,,,https://image.quark.cn/s/uae/g/8r/assets/mentorx/0425/5d31bce49bdc46959b720250bd8ee616.png,妙题高招,,怎么拿，稳赢最后一本？,趣味逻辑《拿书必胜》,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_57edc5af10e1da79753b3e2c45d6c2c3.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/d869ab805de9acef55e98bfc4add08ae.png,https://cdn-private.sm.cn/souti-imgs-lasting/d869ab805de9acef55e98bfc4add08ae.jpg
